country,self_identification,experience_range,salary_range,tech_do
Australia,Developer; Engineer; Programmer; Manager; Rockstar; Hacker,11+ years,"$110,000 - $120,000",Android; Arduino / Raspberry Pi; C; C++; iOS; Java; Objective-C
United Kingdom,Engineer; Sr. Developer,11+ years,"$110,000 - $120,000",Java; SQL
Denmark,Developer; Engineer; Programmer; Sr. Developer; Full-stack Developer,11+ years,"$110,000 - $120,000",AngularJS; C#; JavaScript; SQL; SQL Server
United Kingdom,Programmer,11+ years,"$110,000 - $120,000",AngularJS; JavaScript
United Kingdom,Developer; Engineer; Sr. Developer,11+ years,"$110,000 - $120,000","Android; AngularJS; Clojure; Cloud (AWS, GAE, Azure, etc.); iOS; Java; JavaScript; LAMP; MongoDB; Objective-C; Redis; SQL; SQL Server; WordPress"
United States,Developer; Engineer; Programmer; Sr. Developer; Rockstar; Ninja; Guru; Expert; Full-stack Developer,11+ years,"$110,000 - $120,000",C#; SQL; SQL Server; Visual Basic
United States,Developer; Engineer; Programmer; Guru,2 - 5 years,"$110,000 - $120,000",C#; Java; JavaScript; SQL; SQL Server
Netherlands,Sr. Developer; Full-stack Developer,11+ years,"$110,000 - $120,000","Arduino / Raspberry Pi; C; Cloud (AWS, GAE, Azure, etc.); iOS; JavaScript; LAMP; MongoDB; Node.js; Objective-C; PHP; Python; ReactJS; Redis; SQL; Swift; WordPress"
Australia,Developer; Programmer; Sr. Developer; Full-stack Developer,6 - 10 years,"$110,000 - $120,000",C#; JavaScript; SharePoint; SQL; SQL Server
Australia,Developer; Programmer,2 - 5 years,"$110,000 - $120,000",JavaScript; PHP; SQL; WordPress
Germany,Developer; Engineer; Programmer; Sr. Developer; Expert,11+ years,"$110,000 - $120,000",Android; C#
Finland,Developer; Programmer; Full-stack Developer; Hacker,6 - 10 years,"$110,000 - $120,000",JavaScript; Node.js
Canada,Sr. Developer; Full-stack Developer,11+ years,"$110,000 - $120,000",C#; JavaScript; Redis; SharePoint; SQL; SQL Server; WordPress
United Kingdom,Developer; Engineer; Programmer; Sr. Developer,11+ years,"$110,000 - $120,000",iOS; Objective-C; Swift
Sweden,Developer; Programmer; Sr. Developer; Full-stack Developer,11+ years,"$110,000 - $120,000",Java; JavaScript; Redis; Ruby; SQL
Germany,Engineer; Programmer; Sr. Developer; Expert; Full-stack Developer,6 - 10 years,"$110,000 - $120,000",Java; JavaScript
United States,Developer; Programmer; Manager,6 - 10 years,"$110,000 - $120,000",JavaScript; LAMP; PHP; SQL
Belgium,Developer; Engineer; Programmer; Sr. Developer; Expert; Full-stack Developer; Hacker,11+ years,"$110,000 - $120,000",Arduino / Raspberry Pi; C; CoffeeScript; Java; JavaScript; LAMP; Node.js; PHP; Python; Ruby; SQL; WordPress
Denmark,Sr. Developer; Expert,11+ years,"$110,000 - $120,000",C#; SQL; SQL Server; Windows Phone
Denmark,Sr. Developer,11+ years,"$110,000 - $120,000",Java; JavaScript
Netherlands,Sr. Developer; Rockstar; Expert; Full-stack Developer,11+ years,"$110,000 - $120,000","Cloud (AWS, GAE, Azure, etc.); JavaScript; Redis; Ruby; SQL"
United States,Developer,6 - 10 years,"$110,000 - $120,000",iOS; Objective-C; Swift
Ireland {Republic},Developer; Full-stack Developer,11+ years,"$110,000 - $120,000",AngularJS; Go; JavaScript; Python
Netherlands,Developer; Engineer; Programmer; Sr. Developer; Manager; Full-stack Developer,11+ years,"$110,000 - $120,000","Android; Cloud (AWS, GAE, Azure, etc.); JavaScript; LAMP; MongoDB; Node.js; PHP; Redis; SQL Server; WordPress"
Japan,Sr. Developer; Manager,11+ years,"$110,000 - $120,000",Go; iOS; Java; JavaScript; LAMP; Objective-C; PHP; Ruby; SQL; SQL Server; Swift; Visual Basic
Mexico,Developer; Engineer; Programmer; Sr. Developer; Manager; Rockstar; Ninja; Guru; Expert; Full-stack Developer; Hacker,6 - 10 years,"$110,000 - $120,000","Android; AngularJS; C#; Cordova; Cloud (AWS, GAE, Azure, etc.); iOS; JavaScript; SQL; SQL Server; Visual Basic"
Switzerland,Developer; Engineer; Programmer; Sr. Developer; Rockstar; Ninja; Guru; Expert; Full-stack Developer; Full Stack Overflow Developer; Hacker,11+ years,"$110,000 - $120,000",JavaScript; Python
Germany,Developer; Programmer; Full-stack Developer,11+ years,"$110,000 - $120,000",C; PHP; Python; Redis
Netherlands,Developer; Sr. Developer,11+ years,"$110,000 - $120,000",AngularJS; Cordova; JavaScript
Germany,Developer; Engineer; Rockstar; Ninja; Hacker,6 - 10 years,"$110,000 - $120,000",Android; C#; Java; JavaScript; Node.js; PHP; Redis; SQL
Sweden,Manager; Rockstar; Hacker,6 - 10 years,"$110,000 - $120,000",R
United Kingdom,Developer,11+ years,"$110,000 - $120,000",C; C++; Objective-C
United States,Developer; Engineer; Programmer; Sr. Developer,11+ years,"$110,000 - $120,000",iOS; LAMP; Objective-C; Perl; PHP; SQL; Swift
Australia,Developer; Engineer; Programmer; Sr. Developer; Expert,2 - 5 years,"$110,000 - $120,000",Arduino / Raspberry Pi; C; iOS; Objective-C; Swift
United States,Developer; Engineer; Programmer; Full-stack Developer,6 - 10 years,"$110,000 - $120,000",JavaScript; Python
Germany,Developer; Programmer; Sr. Developer,11+ years,"$110,000 - $120,000",Arduino / Raspberry Pi; C; C++
Australia,Developer; Programmer; Sr. Developer,11+ years,"$110,000 - $120,000",C#; Java; JavaScript; SQL; SQL Server; Visual Basic
United States,,11+ years,"$110,000 - $120,000",JavaScript; Perl; PHP; Python; SQL; SQL Server; WordPress
United Kingdom,Developer; Programmer,2 - 5 years,"$110,000 - $120,000",Cassandra; Hadoop; Python; Scala; Spark; SQL
United States,Developer; Programmer; Full-stack Developer; Hacker,11+ years,"$110,000 - $120,000",C++; LAMP; PHP; Python; SQL
United States,Developer; Full-stack Developer,11+ years,"$110,000 - $120,000","AngularJS; C#; Cloud (AWS, GAE, Azure, etc.); JavaScript; SQL; SQL Server"
Ireland {Republic},Developer; Engineer; Programmer; Sr. Developer; Expert; Full-stack Developer,11+ years,"$110,000 - $120,000",C#; SQL; SQL Server; Visual Basic
United States,Sr. Developer,11+ years,"$110,000 - $120,000",C; C++; C#; Java; R; SQL
United States,Developer,6 - 10 years,"$110,000 - $120,000",JavaScript; PHP; WordPress
Austria,Engineer; Manager; Guru; Expert,11+ years,"$110,000 - $120,000","Cassandra; Cloud (AWS, GAE, Azure, etc.); Go; Python; R; SQL"
United Kingdom,Developer,11+ years,"$110,000 - $120,000",AngularJS; C#; Cordova; JavaScript; Node.js; SQL Server; Visual Basic
United States,Developer; Programmer; Full-stack Developer,2 - 5 years,"$110,000 - $120,000",AngularJS; JavaScript
United States,Full-stack Developer,11+ years,"$110,000 - $120,000",AngularJS; JavaScript; LAMP; PHP; SQL; SQL Server; WordPress
United States,Developer; Engineer; Programmer; Sr. Developer; Full-stack Developer,11+ years,"$110,000 - $120,000",C#; JavaScript; SQL; SQL Server
Australia,Developer; Sr. Developer,11+ years,"$110,000 - $120,000",JavaScript; SQL
Other (please specify),Developer; Engineer; Sr. Developer; Manager; Full-stack Developer,11+ years,"$110,000 - $120,000","Cloud (AWS, GAE, Azure, etc.); Java; JavaScript; MongoDB; Node.js"
France,Sr. Developer; Full-stack Developer,11+ years,"$110,000 - $120,000","AngularJS; Cloud (AWS, GAE, Azure, etc.); Java; JavaScript; MongoDB; Node.js; SQL"
United Kingdom,Developer; Engineer; Programmer; Sr. Developer; Expert; Full-stack Developer; Hacker,11+ years,"$110,000 - $120,000",Scala; SQL
Israel,Manager,11+ years,"$110,000 - $120,000","C++; Cassandra; Cloud (AWS, GAE, Azure, etc.); Java; Python"
United States,Sr. Developer; Full-stack Developer,6 - 10 years,"$110,000 - $120,000",AngularJS; Java; JavaScript; Scala
Canada,Developer; Engineer; Programmer; Sr. Developer; Rockstar; Ninja; Guru; Expert; Full-stack Developer,6 - 10 years,"$110,000 - $120,000","AngularJS; Cloud (AWS, GAE, Azure, etc.); Java; JavaScript; LAMP; PHP; Redis; SQL"
Australia,Developer; Expert; Full-stack Developer,11+ years,"$110,000 - $120,000",AngularJS; Java; JavaScript; Scala
,Developer; Engineer; Sr. Developer; Hacker,11+ years,"$110,000 - $120,000",Arduino / Raspberry Pi; C; C++; Cassandra; MongoDB; Python; Redis; SQL
Germany,Developer; Engineer; Expert,6 - 10 years,"$110,000 - $120,000",C#; Java
Poland,Sr. Developer; Expert; Full-stack Developer,11+ years,"$110,000 - $120,000",Java; SQL
United States,Sr. Developer,11+ years,"$110,000 - $120,000",Cordova; Java; SQL Server
United States,Developer; Hacker,11+ years,"$110,000 - $120,000","CoffeeScript; Cloud (AWS, GAE, Azure, etc.); iOS; Objective-C; Redis; Ruby; Swift"
United Kingdom,Developer; Programmer; Sr. Developer; Full-stack Developer,11+ years,"$110,000 - $120,000",C#; SQL; SQL Server
United Kingdom,Developer; Programmer; Sr. Developer; Full-stack Developer; Hacker,11+ years,"$110,000 - $120,000",AngularJS; Haskell; Java; JavaScript; Node.js; Scala
Denmark,Developer; Programmer; Sr. Developer; Full-stack Developer,11+ years,"$110,000 - $120,000",Java
United States,Developer; Engineer; Sr. Developer,6 - 10 years,"$110,000 - $120,000",AngularJS; JavaScript; MongoDB; Node.js; Python
Austria,Developer; Engineer; Programmer; Sr. Developer; Full-stack Developer,11+ years,"$110,000 - $120,000",Java; JavaScript; Scala
United States,Engineer,2 - 5 years,"$110,000 - $120,000",C++; CoffeeScript; Go; iOS; JavaScript; Matlab; Node.js; Python; Swift
New Zealand,Developer; Engineer; Programmer; Sr. Developer; Manager; Rockstar; Ninja; Guru; Expert; Full-stack Developer; Full Stack Overflow Developer; Hacker,11+ years,"$110,000 - $120,000",Android; Arduino / Raspberry Pi; C; C++; iOS; Java; JavaScript; LAMP; MongoDB; Objective-C; PHP; Python; Ruby; Salesforce; SQL; Visual Basic
United States,Developer,11+ years,"$110,000 - $120,000",iOS; Objective-C; Swift
India,Developer; Engineer,2 - 5 years,"$110,000 - $120,000",iOS; Objective-C; Swift
United States,Developer; Engineer; Programmer; Sr. Developer,11+ years,"$110,000 - $120,000",Android; C; C++; C#; iOS; Java; Objective-C; Python; Swift
France,Expert; Full-stack Developer,11+ years,"$110,000 - $120,000",LAMP; PHP; SQL
United States,Developer; Engineer; Programmer; Sr. Developer,11+ years,"$110,000 - $120,000","Android; Arduino / Raspberry Pi; AngularJS; C#; Cassandra; Cordova; Cloud (AWS, GAE, Azure, etc.); Haskell; Java; JavaScript; LAMP; MongoDB; Node.js; PHP; Python; ReactJS; Redis; Ruby; SQL; Visual Basic; WordPress"
United Kingdom,Developer; Engineer; Programmer; Sr. Developer; Rockstar; Guru; Expert; Hacker,11+ years,"$110,000 - $120,000","Android; Arduino / Raspberry Pi; C; C++; C#; Cloud (AWS, GAE, Azure, etc.); iOS; Java; JavaScript; LAMP; Objective-C; PHP; Python"
Germany,Sr. Developer; Manager; Full-stack Developer,11+ years,"$110,000 - $120,000",JavaScript; LAMP; PHP; SQL
Germany,Developer; Engineer; Manager; Ninja; Hacker,11+ years,"$110,000 - $120,000",Android; Arduino / Raspberry Pi; C; C++; C#; JavaScript; PHP; SQL
United Arab Emirates,Engineer; Programmer; Sr. Developer,6 - 10 years,"$110,000 - $120,000",C
United States,Programmer,11+ years,"$120,000 - $130,000",C++; C#; SQL
United States,Developer; Engineer; Programmer; Sr. Developer; Full-stack Developer; Full Stack Overflow Developer; Hacker,11+ years,"$120,000 - $130,000",SQL Server
United States,Engineer; Sr. Developer; Full-stack Developer,11+ years,"$120,000 - $130,000","AngularJS; Cloud (AWS, GAE, Azure, etc.); JavaScript; MongoDB; Node.js; Python"
United States,,11+ years,"$120,000 - $130,000",C#; MongoDB; SQL; Visual Basic
United States,Developer; Engineer; Manager,6 - 10 years,"$120,000 - $130,000",Python; SQL
United States,Programmer,11+ years,"$120,000 - $130,000",C++
United States,Manager; Hacker,6 - 10 years,"$120,000 - $130,000",JavaScript; Node.js; R; SQL; SQL Server
United States,Developer; Engineer; Programmer; Sr. Developer,6 - 10 years,"$120,000 - $130,000",Java; JavaScript; Python; SQL
United States,Engineer,11+ years,"$120,000 - $130,000",C; C++; C#; JavaScript; Python
United States,Developer; Engineer; Programmer; Sr. Developer; Expert,11+ years,"$120,000 - $130,000",SQL; SQL Server
United States,Developer; Programmer; Sr. Developer; Full-stack Developer; Full Stack Overflow Developer,6 - 10 years,"$120,000 - $130,000",C#; JavaScript; SQL Server; Visual Basic
United States,Developer; Engineer; Programmer; Sr. Developer; Full-stack Developer,6 - 10 years,"$120,000 - $130,000","Cloud (AWS, GAE, Azure, etc.); Java; JavaScript; MongoDB; Ruby; SQL"
Israel,Developer; Engineer; Programmer,11+ years,"$120,000 - $130,000",AngularJS; C++; Go; Java; JavaScript; Python
United States,Engineer; Programmer; Sr. Developer,11+ years,"$120,000 - $130,000",C++; Python; ReactJS
United States,Sr. Developer; Manager,11+ years,"$120,000 - $130,000",C#; SQL; SQL Server; WordPress
United States,Sr. Developer; Manager,11+ years,"$120,000 - $130,000",AngularJS; C#; CoffeeScript; JavaScript; Python; SQL; SQL Server
Canada,Developer; Engineer; Sr. Developer; Rockstar,11+ years,"$120,000 - $130,000",Android; Arduino / Raspberry Pi; AngularJS; C#; F#; JavaScript; SharePoint; SQL; SQL Server; Visual Basic
United States,Programmer,11+ years,"$120,000 - $130,000",Java; JavaScript; SQL
United Kingdom,Manager,11+ years,"$120,000 - $130,000","C++; Cloud (AWS, GAE, Azure, etc.); JavaScript; MongoDB; Node.js; Python"
United Kingdom,Sr. Developer,11+ years,"$120,000 - $130,000",Java; JavaScript; SQL
United States,Developer; Programmer,2 - 5 years,"$120,000 - $130,000",Android; Java
United States,Engineer; Programmer,2 - 5 years,"$120,000 - $130,000",Android; Java
United States,Developer; Engineer; Programmer; Sr. Developer; Manager; Full-stack Developer,11+ years,"$120,000 - $130,000",C#; JavaScript; LAMP; PHP; SQL; SQL Server
United States,Developer; Engineer; Programmer; Manager; Hacker,,"$120,000 - $130,000",C; C#; Python
United States,Sr. Developer,11+ years,"$120,000 - $130,000",C#; PHP; SQL; SQL Server; WordPress
United States,Programmer,11+ years,"$120,000 - $130,000",Java
Switzerland,Developer; Engineer; Programmer; Sr. Developer; Full-stack Developer,11+ years,"$120,000 - $130,000",C#; JavaScript; SQL Server
United States,Sr. Developer; Manager,11+ years,"$120,000 - $130,000",C#; JavaScript; SQL Server
United States,Engineer; Full-stack Developer,11+ years,"$120,000 - $130,000",AngularJS; C#; JavaScript; Node.js; SQL Server
Norway,Sr. Developer,11+ years,"$120,000 - $130,000","C#; Cloud (AWS, GAE, Azure, etc.); SQL Server"
United States,Developer; Engineer; Programmer; Sr. Developer; Hacker,11+ years,"$120,000 - $130,000",AngularJS; C#
United States,Developer; Engineer; Programmer; Sr. Developer,2 - 5 years,"$120,000 - $130,000",iOS; Objective-C; Swift
United States,Developer; Engineer; Programmer; Hacker,11+ years,"$120,000 - $130,000",
United States,Developer; Programmer; Sr. Developer; Full-stack Developer,11+ years,"$120,000 - $130,000",C#; Java; JavaScript; ReactJS; SQL; SQL Server
Sweden,Developer,Less than 1 year,"$120,000 - $130,000",Swift
Mexico,Ninja,Less than 1 year,"$120,000 - $130,000",iOS; Objective-C; Swift
United States,Developer; Programmer; Full-stack Developer,11+ years,"$120,000 - $130,000","Cloud (AWS, GAE, Azure, etc.); iOS; Java; JavaScript; MongoDB; Objective-C; PHP; Python; Ruby; Scala; SQL; Swift"
Australia,Sr. Developer; Guru; Full-stack Developer; Hacker,11+ years,"$120,000 - $130,000",C#; JavaScript; SQL Server
Germany,Developer; Engineer; Programmer; Sr. Developer; Manager; Full-stack Developer,6 - 10 years,"$120,000 - $130,000",Ruby
United States,Developer,11+ years,"$120,000 - $130,000",C#; JavaScript; Redis
United States,Developer; Engineer; Programmer; Sr. Developer; Rockstar; Ninja; Expert,11+ years,"$120,000 - $130,000",Android; Arduino / Raspberry Pi; C; C++; C#; F#; iOS; Java; Scala; Swift
Australia,Developer; Engineer; Programmer; Sr. Developer; Expert; Full-stack Developer; Hacker,11+ years,"$120,000 - $130,000",Go; MongoDB; Python; Redis; SQL
Australia,Developer; Engineer; Programmer; Sr. Developer; Full-stack Developer,6 - 10 years,"$120,000 - $130,000",AngularJS; C#; JavaScript; SQL; SQL Server
United States,Developer; Engineer; Programmer; Sr. Developer; Rockstar; Expert; Full-stack Developer; Full Stack Overflow Developer,6 - 10 years,"$120,000 - $130,000",C#; JavaScript; Node.js; ReactJS; SQL
United States,Developer,2 - 5 years,"$120,000 - $130,000",C++; Go; JavaScript; Node.js; PHP; Python; Ruby; Swift
United States,Programmer; Sr. Developer; Hacker,11+ years,"$120,000 - $130,000","Android; Arduino / Raspberry Pi; Cloud (AWS, GAE, Azure, etc.); Java; JavaScript; Node.js; Redis"
Germany,Developer; Engineer; Programmer,11+ years,"$120,000 - $130,000",
United Kingdom,Developer; Engineer; Programmer; Full-stack Developer,11+ years,"$120,000 - $130,000",Arduino / Raspberry Pi; Java; JavaScript; Python
Denmark,Developer; Programmer; Sr. Developer; Full-stack Developer,,"$120,000 - $130,000",Android; Java; JavaScript; Perl
Germany,Sr. Developer; Manager,11+ years,"$120,000 - $130,000",SQL; SQL Server
United States,Engineer; Sr. Developer; Ninja; Full-stack Developer,11+ years,"$120,000 - $130,000",PHP
Ireland {Republic},Engineer; Sr. Developer; Rockstar; Expert,11+ years,"$120,000 - $130,000",Hadoop; Java
United Kingdom,Sr. Developer; Full-stack Developer,2 - 5 years,"$120,000 - $130,000",AngularJS; Java; JavaScript; ReactJS
Australia,Developer; Engineer; Programmer; Sr. Developer; Rockstar; Full-stack Developer,6 - 10 years,"$120,000 - $130,000",Arduino / Raspberry Pi; AngularJS; Java; JavaScript; SQL
United Kingdom,Sr. Developer; Rockstar; Expert,11+ years,"$120,000 - $130,000",JavaScript
United States,Developer; Programmer; Sr. Developer; Ninja; Guru; Full-stack Developer; Hacker,,"$120,000 - $130,000",C#; JavaScript; SQL; SQL Server
Australia,Rockstar; Ninja; Guru; Expert; Full Stack Overflow Developer; Hacker,6 - 10 years,"$120,000 - $130,000",
Switzerland,Engineer; Programmer; Sr. Developer; Ninja; Expert,11+ years,"$120,000 - $130,000",Java; Ruby
United Kingdom,Developer; Sr. Developer; Full-stack Developer,11+ years,"$120,000 - $130,000",AngularJS; C#; JavaScript; SQL Server
United Kingdom,Sr. Developer; Full-stack Developer,11+ years,"$120,000 - $130,000","AngularJS; C#; Cloud (AWS, GAE, Azure, etc.); JavaScript; Node.js; SQL; SQL Server; Visual Basic"
United States,Sr. Developer,11+ years,"$120,000 - $130,000",Android; AngularJS; Java; JavaScript; Node.js
Germany,Developer; Engineer; Programmer; Expert; Full-stack Developer,6 - 10 years,"$120,000 - $130,000",AngularJS; C#; JavaScript; SQL; SQL Server
