country,self_identification,experience_range,salary_range,tech_do
Germany,Developer; Programmer,2 - 5 years,"$10,000 - $20,000",Android; Java; JavaScript
Germany,Developer; Programmer,2 - 5 years,"$10,000 - $20,000",AngularJS; Java; JavaScript; SQL
Norway,Developer,1 - 2 years,"$10,000 - $20,000",iOS; Java; JavaScript; Ruby; Swift
Austria,Developer; Engineer; Programmer,2 - 5 years,"$10,000 - $20,000",Android; AngularJS; CoffeeScript; Cordova; Java; JavaScript; LAMP; MongoDB; Node.js; PHP; Scala; SQL; WordPress
Germany,Programmer; Hacker,2 - 5 years,"$10,000 - $20,000",Python; R
Sweden,Developer; Engineer; Rockstar,1 - 2 years,"$10,000 - $20,000",C; Haskell; Java
India,Engineer,2 - 5 years,"$10,000 - $20,000",iOS; Objective-C
Netherlands,Developer; Programmer; Hacker,2 - 5 years,"$10,000 - $20,000",Android; Arduino / Raspberry Pi; C; C++; PHP; Python
United States,Developer; Engineer; Programmer; Manager; Full-stack Developer; Hacker,1 - 2 years,"$10,000 - $20,000","Arduino / Raspberry Pi; AngularJS; C; Cloud (AWS, GAE, Azure, etc.); Java; JavaScript; PHP; SQL"
Finland,Developer; Programmer; Full-stack Developer,2 - 5 years,"$10,000 - $20,000",AngularJS; Cordova; Clojure; JavaScript; Matlab; MongoDB; ReactJS; Scala
United States,Developer; Engineer; Programmer; Rockstar; Hacker,2 - 5 years,"$10,000 - $20,000",C; iOS; Java; Matlab; Python; SQL; Swift
Germany,,2 - 5 years,"$10,000 - $20,000",Matlab; Python
Germany,Developer; Programmer; Ninja; Guru; Expert,2 - 5 years,"$10,000 - $20,000",C; C++; C#; F#; PHP; R; Visual Basic; Windows Phone
South Africa,,Less than 1 year,"$10,000 - $20,000",Haskell
United Kingdom,Developer; Programmer,2 - 5 years,"$10,000 - $20,000",Java
Germany,Developer; Programmer,1 - 2 years,"$10,000 - $20,000",AngularJS; JavaScript; MongoDB; Perl; PHP; SQL; WordPress
Argentina,Developer; Programmer; Hacker,2 - 5 years,"$10,000 - $20,000",Android; C++; Haskell; Java; PHP; Ruby; SQL
Australia,Developer; Engineer; Programmer,2 - 5 years,"$10,000 - $20,000",Python
Germany,Developer; Programmer; Rockstar,2 - 5 years,"$10,000 - $20,000",C++; C#; Java; SQL
Slovenia,Programmer; Sr. Developer,11+ years,"$10,000 - $20,000",C#; F#; Java; JavaScript
Switzerland,,2 - 5 years,"$10,000 - $20,000",Java
United Kingdom,Developer; Programmer,6 - 10 years,"$10,000 - $20,000",C++; Python
United States,Developer; Hacker,6 - 10 years,"$10,000 - $20,000",JavaScript; PHP
Denmark,,6 - 10 years,"$10,000 - $20,000",C; Java; Python
France,Developer; Engineer; Ninja; Full-stack Developer; Hacker,2 - 5 years,"$10,000 - $20,000",AngularJS; C++; Java; JavaScript; LAMP; MongoDB; Node.js; PHP; Python; SQL
Germany,Developer; Engineer; Programmer; Ninja; Full-stack Developer,6 - 10 years,"$10,000 - $20,000",Android; Haskell; Java; JavaScript; LAMP; MongoDB; PHP; ReactJS; SQL
United States,Developer; Programmer; Full-stack Developer,Less than 1 year,"$10,000 - $20,000",AngularJS; C; Java; JavaScript; Node.js; PHP; SQL; WordPress
Portugal,,1 - 2 years,"$10,000 - $20,000",Python; R
United Kingdom,Developer; Hacker,6 - 10 years,"$10,000 - $20,000",C; Clojure; Matlab; Python
Ireland {Republic},Programmer,2 - 5 years,"$10,000 - $20,000",Arduino / Raspberry Pi; C; Python
United States,Developer; Programmer,2 - 5 years,"$10,000 - $20,000",C; Go; Matlab; Objective-C; Python; Ruby
United States,Ninja,2 - 5 years,"$10,000 - $20,000",iOS
Germany,Developer; Engineer; Programmer; Full-stack Developer; Full Stack Overflow Developer; Hacker,2 - 5 years,"$10,000 - $20,000",C; C++; Cordova; Hadoop; JavaScript; MongoDB; Node.js; Python
Brazil,Developer; Programmer; Hacker,2 - 5 years,"$10,000 - $20,000",Arduino / Raspberry Pi; C; C++; Cordova; Go; Haskell; JavaScript; Node.js; Perl; Python; Ruby; Scala; SQL
France,Engineer,1 - 2 years,"$10,000 - $20,000",Android; Java
United States,Developer; Programmer,2 - 5 years,"$10,000 - $20,000",C#; JavaScript; Matlab; Python
Norway,Developer; Engineer; Programmer; Full-stack Developer,2 - 5 years,"$10,000 - $20,000",Android; AngularJS; Java; JavaScript; Node.js
Sweden,Developer; Programmer,2 - 5 years,"$10,000 - $20,000",C#; JavaScript; Node.js; PHP; SQL; SQL Server
Sweden,Developer; Engineer; Programmer; Rockstar; Ninja,2 - 5 years,"$10,000 - $20,000",Android; CoffeeScript; Haskell; Java; JavaScript; Matlab; MongoDB
United Kingdom,Developer,1 - 2 years,"$10,000 - $20,000",C++
Germany,Developer; Engineer; Programmer,2 - 5 years,"$10,000 - $20,000",C#; Visual Basic
Hong Kong,,Less than 1 year,"$10,000 - $20,000",Python; SQL
Poland,Developer; Programmer,Less than 1 year,"$10,000 - $20,000",Android; Java
Sweden,Developer; Engineer; Programmer,6 - 10 years,"$10,000 - $20,000",Arduino / Raspberry Pi; C++; Go; Python; Redis
United States,Developer; Engineer; Programmer; Rockstar; Hacker,6 - 10 years,"$10,000 - $20,000",Arduino / Raspberry Pi; C; Java; JavaScript; LAMP; Node.js; PHP; ReactJS; SQL; WordPress
Canada,Developer; Programmer,2 - 5 years,"$10,000 - $20,000",Android; C++; Java
Ukraine,Developer; Programmer; Rockstar; Ninja,6 - 10 years,"$10,000 - $20,000",C++; C#; PHP
France,Programmer,2 - 5 years,"$10,000 - $20,000",C; C++; Python
Germany,Developer; Programmer,11+ years,"$10,000 - $20,000",C++; Java; Matlab; PHP; Python
Denmark,Developer; Engineer; Programmer,2 - 5 years,"$10,000 - $20,000",C#; F#; JavaScript; SQL
Germany,Developer; Programmer; Full-stack Developer; Hacker,2 - 5 years,"$10,000 - $20,000",C++; Clojure; Haskell; Java; Python; ReactJS
United States,Developer; Engineer; Programmer; Expert,2 - 5 years,"$10,000 - $20,000",Android; Cordova; Java; Python; Ruby; Scala
United States,Programmer; Ninja,1 - 2 years,"$10,000 - $20,000",Arduino / Raspberry Pi; C; Java; Matlab; PHP; Python; SharePoint; SQL; SQL Server; Visual Basic
India,Developer; Engineer,2 - 5 years,"$10,000 - $20,000",C; iOS; Java; JavaScript; Matlab; Objective-C
United Kingdom,Developer; Engineer; Programmer,Less than 1 year,"$10,000 - $20,000",Java
Italy,Developer; Engineer; Ninja,6 - 10 years,"$10,000 - $20,000",C; Python
United States,Developer; Engineer; Programmer; Full-stack Developer,2 - 5 years,"$10,000 - $20,000",Arduino / Raspberry Pi; C; C++; C#; Java; JavaScript; LAMP; Matlab; Node.js; Python; R; Ruby; SQL
United States,Developer; Programmer; Full-stack Developer,2 - 5 years,"$10,000 - $20,000",AngularJS; JavaScript; Python
Sweden,Developer; Engineer; Programmer; Full-stack Developer,2 - 5 years,"$10,000 - $20,000",C; C++
Canada,Engineer; Expert,Less than 1 year,"$10,000 - $20,000",Python
Germany,Engineer; Programmer; Hacker,6 - 10 years,"$10,000 - $20,000",C; Matlab
Sweden,Developer; Full-stack Developer,6 - 10 years,"$10,000 - $20,000",Android; AngularJS; C#; JavaScript; ReactJS; SQL; SQL Server
United States,Developer; Engineer; Programmer; Ninja; Full-stack Developer; Hacker,2 - 5 years,"$10,000 - $20,000",C; C++; JavaScript; MongoDB; Ruby; SQL
Germany,Developer; Programmer; Hacker,6 - 10 years,"$10,000 - $20,000",Android; C; Java; JavaScript; PHP
United States,Developer; Full-stack Developer,2 - 5 years,"$10,000 - $20,000",JavaScript; PHP; Redis; SQL; WordPress
Germany,Developer; Engineer; Programmer,2 - 5 years,"$10,000 - $20,000",Java
Romania,Developer; Engineer; Programmer; Full-stack Developer,2 - 5 years,"$10,000 - $20,000",AngularJS; JavaScript; Ruby; WordPress
United States,Programmer,1 - 2 years,"$10,000 - $20,000",Android; C++; Java; Python; R
Austria,Programmer,2 - 5 years,"$10,000 - $20,000",Python
Bulgaria,Developer,1 - 2 years,"$10,000 - $20,000",Android; AngularJS; C#; iOS; Java; JavaScript; MongoDB; Node.js; Objective-C; SQL; SQL Server; Swift; Windows Phone
Israel,Developer; Engineer; Programmer; Hacker,2 - 5 years,"$10,000 - $20,000",C; Java; MongoDB; Python
Germany,Developer; Engineer; Programmer,2 - 5 years,"$10,000 - $20,000",C; C++
Israel,Developer,Less than 1 year,"$10,000 - $20,000",Android; iOS; Java; Swift
United States,Developer; Programmer; Guru,2 - 5 years,"$10,000 - $20,000",AngularJS; C#; JavaScript; MongoDB; SQL; SQL Server
Slovakia,Developer; Engineer; Programmer; Ninja; Hacker,1 - 2 years,"$10,000 - $20,000",Android; Arduino / Raspberry Pi; C; C#; Java; Python
United States,Programmer,1 - 2 years,"$10,000 - $20,000",Java
United States,Developer; Ninja,2 - 5 years,"$10,000 - $20,000",C++; JavaScript; MongoDB; Node.js; Python; ReactJS; Ruby; SQL
United Kingdom,Rockstar; Ninja; Hacker,2 - 5 years,"$10,000 - $20,000",C; C++; Java; Matlab
United States,Developer; Programmer,2 - 5 years,"$10,000 - $20,000",C; C++; Go; Java; JavaScript; PHP; Python; Ruby; SQL
Canada,Developer; Programmer; Rockstar,1 - 2 years,"$10,000 - $20,000",C#; Java; Perl; Python; SQL; Visual Basic
Germany,Developer; Ninja,1 - 2 years,"$10,000 - $20,000",Swift
United Kingdom,,11+ years,"$10,000 - $20,000",C#; Haskell
United States,Engineer; Full-stack Developer,1 - 2 years,"$10,000 - $20,000",C#; Java
,Engineer; Programmer,1 - 2 years,"$10,000 - $20,000",C; Cordova; Java; JavaScript; LAMP; PHP; ReactJS; SQL; Visual Basic
Australia,Developer; Programmer,2 - 5 years,"$10,000 - $20,000","Android; C#; Cloud (AWS, GAE, Azure, etc.); Java; JavaScript; PHP; SQL"
Canada,Developer; Programmer; Ninja; Full Stack Overflow Developer,2 - 5 years,"$10,000 - $20,000",JavaScript; LAMP; Matlab; Python; R; Ruby; SQL
Germany,Developer; Programmer,1 - 2 years,"$10,000 - $20,000",Java; JavaScript; PHP; SQL
Israel,Developer; Engineer; Programmer; Manager,2 - 5 years,"$10,000 - $20,000",C; C++; Matlab; SQL; SQL Server
Ghana,Developer; Engineer; Programmer,2 - 5 years,"$10,000 - $20,000","Android; Cloud (AWS, GAE, Azure, etc.); Java; JavaScript; Python; Redis"
United Kingdom,Developer; Programmer,6 - 10 years,"$10,000 - $20,000",C++; C#; JavaScript; LAMP; PHP; SQL
United Kingdom,Developer; Programmer,2 - 5 years,"$10,000 - $20,000",C++; Python; R
Poland,Developer; Engineer; Programmer; Full Stack Overflow Developer,1 - 2 years,"$10,000 - $20,000",Android; C#; iOS; Objective-C; Python; Swift
Switzerland,Developer; Engineer; Programmer,2 - 5 years,"$10,000 - $20,000",Android; AngularJS; C; C#; Java; JavaScript; Node.js; PHP; SQL; Visual Basic
United States,Programmer,6 - 10 years,"$10,000 - $20,000",Android; C++; Java; SQL
Germany,,2 - 5 years,"$10,000 - $20,000",Android; Java; Windows Phone
Germany,Developer; Engineer; Programmer,2 - 5 years,"$10,000 - $20,000",C; C++; Java; Matlab; Python; R
Mexico,Developer; Engineer; Programmer; Rockstar; Guru; Full-stack Developer; Full Stack Overflow Developer,6 - 10 years,"$10,000 - $20,000",C; CoffeeScript; JavaScript; Node.js; PHP; Python; ReactJS; SQL; Swift
Germany,Developer; Programmer,2 - 5 years,"$10,000 - $20,000","C#; Cloud (AWS, GAE, Azure, etc.); JavaScript; Node.js; Windows Phone"
Italy,Engineer; Sr. Developer; Expert,6 - 10 years,"$10,000 - $20,000",AngularJS; C++; JavaScript; LAMP; PHP; Python; SQL; WordPress
Norway,Engineer; Rockstar,2 - 5 years,"$10,000 - $20,000",Java; Matlab
Slovenia,Programmer; Ninja,1 - 2 years,"$10,000 - $20,000",AngularJS; JavaScript; Node.js; WordPress
United States,Developer; Engineer,Less than 1 year,"$10,000 - $20,000",Java
France,Developer; Engineer; Programmer,2 - 5 years,"$10,000 - $20,000",Android; C; C++; Java; JavaScript; Node.js; PHP
India,Developer; Engineer; Programmer,2 - 5 years,"$10,000 - $20,000",C; C++; C#; Hadoop; Java; Matlab; Python; Ruby; SharePoint; SQL
United Kingdom,Engineer,2 - 5 years,"$10,000 - $20,000",Arduino / Raspberry Pi; C; Matlab
France,Developer,Less than 1 year,"$10,000 - $20,000",Java; Python
United States,Engineer,2 - 5 years,"$10,000 - $20,000",C; C++; Python; Rust
Germany,,2 - 5 years,"$10,000 - $20,000",Python
Germany,Developer; Programmer,2 - 5 years,"$10,000 - $20,000",Android; Java; Scala
United States,Developer; Engineer; Programmer; Guru,2 - 5 years,"$10,000 - $20,000",C; Go; Java; SQL
China,Hacker,Less than 1 year,"$10,000 - $20,000",Arduino / Raspberry Pi; C; Haskell; Matlab; Python; R
New Zealand,Engineer; Programmer,2 - 5 years,"$10,000 - $20,000",C; Objective-C
Germany,Developer; Programmer,2 - 5 years,"$10,000 - $20,000",Android; Arduino / Raspberry Pi; AngularJS; Java; JavaScript; Python; SQL
Canada,Developer; Engineer; Programmer; Full-stack Developer,2 - 5 years,"$10,000 - $20,000",Android; Arduino / Raspberry Pi; AngularJS; C; C++; C#; iOS; Java; JavaScript; MongoDB; Node.js; SQL; SQL Server; Windows Phone
Germany,Developer; Programmer,1 - 2 years,"$10,000 - $20,000",Android; C; C#; iOS; Java; Objective-C; SQL; SQL Server; Swift
Germany,Engineer; Programmer; Hacker,2 - 5 years,"$10,000 - $20,000",Android; Arduino / Raspberry Pi; C; C#; Matlab; Python; Visual Basic
Germany,Developer; Programmer; Rockstar; Ninja,2 - 5 years,"$10,000 - $20,000",iOS; JavaScript; Node.js; PHP; SQL
Italy,Programmer,6 - 10 years,"$10,000 - $20,000",Java; Matlab; R
Germany,Developer; Programmer,2 - 5 years,"$10,000 - $20,000",Android; Arduino / Raspberry Pi; C#; Java; JavaScript; MongoDB; Node.js; PHP; SQL
Germany,Developer; Engineer; Programmer; Ninja; Full-stack Developer; Hacker,2 - 5 years,"$10,000 - $20,000",JavaScript; Redis; Ruby; SQL
Germany,Developer; Engineer; Programmer; Full-stack Developer,6 - 10 years,"$10,000 - $20,000",iOS; JavaScript; LAMP; Objective-C; PHP; SQL; SQL Server; Swift
Indonesia,Developer; Engineer; Programmer,1 - 2 years,"$10,000 - $20,000",Cordova; Java; JavaScript; LAMP; Scala; SQL; WordPress
United Kingdom,Developer; Programmer,2 - 5 years,"$10,000 - $20,000",C++; C#; Java; Python
United Kingdom,Developer; Engineer; Programmer; Ninja,6 - 10 years,"$10,000 - $20,000",C#; Cordova; Java; JavaScript; Python
Other (please specify),Developer; Programmer; Ninja,2 - 5 years,"$10,000 - $20,000",Android; C++; C#; PHP; Python; SQL; SQL Server; Visual Basic
Turkey,Developer; Engineer,1 - 2 years,"$10,000 - $20,000",C++; Java; Python
United States,,Less than 1 year,"$10,000 - $20,000",
United States,Engineer,2 - 5 years,"$10,000 - $20,000",Android; Java; LAMP; Matlab; PHP; SQL; WordPress
United States,Developer; Programmer,2 - 5 years,"$10,000 - $20,000",C; C++; Java; JavaScript; LAMP; Node.js; Python; Ruby; Rust
Germany,Developer; Engineer; Programmer; Full-stack Developer,2 - 5 years,"$10,000 - $20,000",AngularJS; Java; JavaScript; LAMP; MongoDB; PHP; Python; SQL
Netherlands,Developer; Full-stack Developer,6 - 10 years,"$10,000 - $20,000",AngularJS; JavaScript; Matlab; Node.js; PHP
Korea South,Developer; Engineer,6 - 10 years,"$10,000 - $20,000",Android; C++; Java
Australia,Developer; Engineer,Less than 1 year,"$10,000 - $20,000",C; JavaScript; Matlab
Germany,,11+ years,"$10,000 - $20,000",C; C++; Perl; Python
France,Programmer; Hacker,2 - 5 years,"$10,000 - $20,000",C; Python
Germany,Developer; Engineer; Programmer; Guru; Hacker,2 - 5 years,"$10,000 - $20,000","C++; C#; Cloud (AWS, GAE, Azure, etc.); Java; PHP; SQL; SQL Server"
Germany,Programmer,2 - 5 years,"$10,000 - $20,000",C#
Mexico,Developer; Engineer; Programmer,2 - 5 years,"$10,000 - $20,000",Java; JavaScript; PHP; SQL
Denmark,Developer; Engineer; Programmer; Rockstar; Hacker,2 - 5 years,"$10,000 - $20,000",Arduino / Raspberry Pi; C; C++; C#; Java; Matlab; PHP; Python; SQL; WordPress
United States,Developer; Engineer; Programmer; Sr. Developer; Full-stack Developer,2 - 5 years,"$10,000 - $20,000",Android; Arduino / Raspberry Pi; C; C#; Python
France,Developer; Engineer; Ninja; Hacker,2 - 5 years,"$10,000 - $20,000",C; C++; PHP; Python
Israel,Developer; Engineer; Programmer,2 - 5 years,"$10,000 - $20,000",Android; Java; JavaScript; SQL
Netherlands,,Less than 1 year,"$10,000 - $20,000",PHP; SQL
United States,Developer; Engineer; Programmer,2 - 5 years,"$10,000 - $20,000",C++; Python
Sweden,Engineer; Programmer,6 - 10 years,"$10,000 - $20,000",Android; C; C++; C#; Go
Canada,Engineer; Programmer,2 - 5 years,"$10,000 - $20,000",C#
France,Developer; Programmer,2 - 5 years,"$10,000 - $20,000",C; Python
United States,Full Stack Overflow Developer,6 - 10 years,"$10,000 - $20,000","Arduino / Raspberry Pi; C; C++; Cloud (AWS, GAE, Azure, etc.); Java; JavaScript; R; SQL"
United States,Developer; Engineer; Programmer; Full-stack Developer; Hacker,2 - 5 years,"$10,000 - $20,000",C; C++; iOS; Objective-C; Python
Norway,Developer; Programmer; Ninja,2 - 5 years,"$10,000 - $20,000",C#
United States,Developer; Programmer,1 - 2 years,"$10,000 - $20,000",Android; AngularJS; JavaScript; MongoDB; Node.js
United States,Developer; Engineer; Programmer; Sr. Developer; Rockstar; Expert; Full-stack Developer; Hacker,11+ years,"$10,000 - $20,000",C; C++; Java; R; Ruby; Scala
,Programmer,2 - 5 years,"$10,000 - $20,000",
Russian Federation,Developer; Programmer,2 - 5 years,"$10,000 - $20,000",C; C++; C#; Python
United States,Programmer; Hacker,2 - 5 years,"$10,000 - $20,000",C; Clojure; JavaScript; Python; R
United States,Engineer; Programmer; Hacker,2 - 5 years,"$10,000 - $20,000",Android; Arduino / Raspberry Pi; C++; JavaScript; Matlab; PHP; Python; R
Australia,Developer; Programmer; Hacker,2 - 5 years,"$10,000 - $20,000",R; Ruby
Germany,Developer; Programmer; Rockstar,6 - 10 years,"$10,000 - $20,000",Arduino / Raspberry Pi; C#; Java; JavaScript; Python; SQL
Turkey,Developer; Engineer; Programmer; Hacker,2 - 5 years,"$10,000 - $20,000",Android; Arduino / Raspberry Pi; C; C++; Java; PHP; Python; SQL
Canada,Developer; Engineer; Programmer,2 - 5 years,"$10,000 - $20,000",Android; Java; SQL
Norway,Developer; Engineer; Programmer,2 - 5 years,"$10,000 - $20,000",C; C++; Python
Spain,Developer; Engineer; Programmer,6 - 10 years,"$10,000 - $20,000",JavaScript; Python; R
United Kingdom,Programmer,2 - 5 years,"$10,000 - $20,000",Matlab
Netherlands,Developer; Programmer,6 - 10 years,"$10,000 - $20,000",Android; Arduino / Raspberry Pi; C++; Java; JavaScript; MongoDB; Node.js; Python
Germany,Developer; Engineer; Programmer,1 - 2 years,"$10,000 - $20,000",AngularJS; C#; Java; JavaScript; Node.js; ReactJS
Taiwan,Programmer,2 - 5 years,"$10,000 - $20,000",C; Python
France,Developer; Programmer; Ninja,Less than 1 year,"$10,000 - $20,000",AngularJS; C++; C#; Java; JavaScript; Objective-C; PHP; SQL; SQL Server; Visual Basic
Austria,Developer; Engineer; Programmer; Rockstar; Ninja; Full-stack Developer; Full Stack Overflow Developer; Hacker,6 - 10 years,"$10,000 - $20,000",Android; Arduino / Raspberry Pi; C; Go; Java; JavaScript; LAMP; PHP; ReactJS; WordPress
Denmark,Developer; Programmer,1 - 2 years,"$10,000 - $20,000",C#; JavaScript; PHP
United States,Developer; Engineer; Programmer,2 - 5 years,"$10,000 - $20,000",C; C++; Rust
United Kingdom,Programmer,2 - 5 years,"$10,000 - $20,000",Java
Canada,Programmer,2 - 5 years,"$10,000 - $20,000",Arduino / Raspberry Pi; Python
United States,Programmer,2 - 5 years,"$10,000 - $20,000",C; Java; Python
New Zealand,Developer; Engineer; Programmer; Full-stack Developer,6 - 10 years,"$10,000 - $20,000",Android; Arduino / Raspberry Pi; C; Go; Java; Python; Ruby; SQL; Swift
Germany,Developer; Engineer; Programmer,6 - 10 years,"$10,000 - $20,000",Android; C#; Java; SQL
Netherlands,Hacker,1 - 2 years,"$10,000 - $20,000",Python
Sweden,Developer; Programmer; Rockstar; Ninja; Full-stack Developer; Hacker,2 - 5 years,"$10,000 - $20,000","Android; C; C#; Cloud (AWS, GAE, Azure, etc.); Java; LAMP; PHP; Ruby; SQL"
United States,Developer; Engineer; Programmer,1 - 2 years,"$10,000 - $20,000",C#; Java; JavaScript
